Publication_Author,Publication_Journal,Publication_Year,Publication_ID,Taxa,Phylum,Class,Order,Family,Genus,Species,Broad_Group,Observed_ED,Predicted_ED,Assignment_Level,Assigned_Lookup_Name,Absolute_Error,APE,n_raw_records
Abitia-Cardenas et al.,Fishery Bulletin,1997,Abitia-Cardenas et al. | Fishery Bulletin | 1997,Balistes polylepis,Chordata,Teleostei,Tetraodontiformes,Balistidae,Balistes,polylepis,Teleostei,6.19,5.62,Broad group,Teleostei,0.57,9.2084006462,1
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Nassarius obsoletus,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,obsoletus,Mollusca (non-cephalopods),1.66,2.14,Broad group,Mollusca (non-cephalopods),0.48,28.9156626506,1
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Nassarius vibex,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,vibex,Mollusca (non-cephalopods),1.065,2.14,Broad group,Mollusca (non-cephalopods),1.075,100.9389671362,4
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Nereis pelagica,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,pelagica,Annelida,3.725,1.165,Family,Nereididae,2.56,68.7248322148,2
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Ophioderma brevispinum,Echinodermata,Ophiuroidea,Ophiurida,Ophiodermatidae,Ophioderma,brevispinum,Other invertebrates,2.31,3.0,Broad group,Other invertebrates,0.69,29.8701298701,3
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Palaemonetes pugio,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,pugio,Crustacea,6.21,3.4,Genus,Palaemon,2.81,45.2495974235,1
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Paralichthys dentatus,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,dentatus,Teleostei,4.545,5.62,Broad group,Teleostei,1.075,23.6523652365,2
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Penaeus setiferus,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,setiferus,Crustacea,4.62,3.84,Family,Penaeidae,0.78,16.8831168831,1
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Pyramidella fusca,Mollusca,Gastropoda,Pyramidellida,Pyramidellidae,Pyramidella,fusca,Mollusca (non-cephalopods),1.1765,2.14,Broad group,Mollusca (non-cephalopods),0.9635,81.8954526137,2
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Symphurus plagiusa,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,plagiusa,Teleostei,4.435,5.62,Broad group,Teleostei,1.185,26.7192784667,2
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Tagelus divisus,Mollusca,Bivalvia,Sphaeriida,Solecurtidae,Tagelus,divisus,Mollusca (non-cephalopods),2.27,2.14,Broad group,Mollusca (non-cephalopods),0.13,5.7268722467,1
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Tagelus plebeius,Mollusca,Bivalvia,Sphaeriida,Solecurtidae,Tagelus,plebeius,Mollusca (non-cephalopods),3.78,2.14,Broad group,Mollusca (non-cephalopods),1.64,43.3862433862,1
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Teredo navalis,Mollusca,Bivalvia,Myida,Teredinidae,Teredo,navalis,Mollusca (non-cephalopods),4.7,2.14,Broad group,Mollusca (non-cephalopods),2.56,54.4680851064,2
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Upogebia affinis,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,affinis,Crustacea,5.13,3.9,Broad group,Crustacea,1.23,23.9766081871,1
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Urosalpinx cinerea,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,cinerea,Mollusca (non-cephalopods),0.841,2.14,Broad group,Mollusca (non-cephalopods),1.299,154.4589774078,1
Thayer et al.,Fishery Bulletin,1973,Thayer et al. | Fishery Bulletin | 1973,Zaops ostreum,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Zaops,ostreum,Crustacea,4.67,3.9,Broad group,Crustacea,0.77,16.4882226981,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Antimora rostrata,Chordata,Teleostei,Gadiformes,Moridae,Antimora,rostrata,Teleostei,4.33,5.62,Broad group,Teleostei,1.29,29.792147806,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Bathylagus antarcticus,Chordata,Teleostei,Osmeriformes,Bathylagidae,Bathylagus,antarcticus,Teleostei,3.91,5.62,Broad group,Teleostei,1.71,43.7340153453,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Electrona antarctica,Chordata,Teleostei,Myctophiformes,Myctophidae,Electrona,antarctica,Teleostei,9.26,7.0,Family,Myctophidae,2.26,24.4060475162,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Electrona carlsbergi,Chordata,Teleostei,Myctophiformes,Myctophidae,Electrona,carlsbergi,Teleostei,5.05,7.0,Family,Myctophidae,1.95,38.6138613861,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Electrona subaspera,Chordata,Teleostei,Myctophiformes,Myctophidae,Electrona,subaspera,Teleostei,7.41,7.0,Family,Myctophidae,0.41,5.5330634278,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Gymnoscopelus braueri,Chordata,Teleostei,Myctophiformes,Myctophidae,Gymnoscopelus,braueri,Teleostei,11.7,7.0,Family,Myctophidae,4.7,40.1709401709,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Gymnoscopelus fraseri,Chordata,Teleostei,Myctophiformes,Myctophidae,Gymnoscopelus,fraseri,Teleostei,7.89,7.0,Family,Myctophidae,0.89,11.2801013942,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Gymnoscopelus microlampas,Chordata,Teleostei,Myctophiformes,Myctophidae,Gymnoscopelus,microlampas,Teleostei,5.72,7.0,Family,Myctophidae,1.28,22.3776223776,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Krefftichthys anderssoni,Chordata,Teleostei,Myctophiformes,Myctophidae,Krefftichthys,anderssoni,Teleostei,8.32,7.0,Family,Myctophidae,1.32,15.8653846154,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Lampanyctus achirus,Chordata,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,achirus,Teleostei,6.12,4.1,Genus,Lampanyctus,2.02,33.0065359477,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Protomyctophum andriashevi,Chordata,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,andriashevi,Teleostei,9.54,7.0,Family,Myctophidae,2.54,26.6247379455,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Protomyctophum bolini,Chordata,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,bolini,Teleostei,7.42,7.0,Family,Myctophidae,0.42,5.6603773585,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Protomyctophum parallelum,Chordata,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,parallelum,Teleostei,8.23,7.0,Family,Myctophidae,1.23,14.9453219927,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Protomyctophum tenisoni,Chordata,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,tenisoni,Teleostei,5.5,7.0,Family,Myctophidae,1.5,27.2727272727,1
Tierney et al.,Antarctic Science,2002,Tierney et al. | Antarctic Science | 2002,Stomias gracilis,Chordata,Teleostei,Stomiiformes,Stomiidae,Stomias,gracilis,Teleostei,5.15,2.8,Genus,Stomias,2.35,45.6310679612,1
Trudel et al.,North American Journal of Fisheries Management,2005,Trudel et al. | North American Journal of Fisheries Management | 2005,Oncorhynchus kisutch,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,kisutch,Teleostei,4.98,5.62,Broad group,Teleostei,0.64,12.8514056225,1
Trudel et al.,North American Journal of Fisheries Management,2005,Trudel et al. | North American Journal of Fisheries Management | 2005,Oncorhynchus nerka,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,nerka,Teleostei,5.08,5.62,Broad group,Teleostei,0.54,10.6299212598,1
Trudel et al.,North American Journal of Fisheries Management,2005,Trudel et al. | North American Journal of Fisheries Management | 2005,Oncorhynchus tshawytscha,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,Teleostei,4.63,5.62,Broad group,Teleostei,0.99,21.3822894168,1
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Antalis entale,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Antalis,entale,Mollusca (non-cephalopods),0.925,2.14,Broad group,Mollusca (non-cephalopods),1.215,131.3513513514,1
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Arctica islandica,Mollusca,Bivalvia,Venerida,Arcticidae,Arctica,islandica,Mollusca (non-cephalopods),0.849,2.14,Broad group,Mollusca (non-cephalopods),1.291,152.0612485277,1
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Astarte undata,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,undata,Mollusca (non-cephalopods),0.439,2.14,Broad group,Mollusca (non-cephalopods),1.701,387.4715261959,1
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Colus stimpsoni,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Colus,stimpsoni,Mollusca (non-cephalopods),1.97,2.14,Broad group,Mollusca (non-cephalopods),0.17,8.6294416244,1
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Crangon septemspinosa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,septemspinosa,Crustacea,4.375,3.9,Broad group,Crustacea,0.475,10.8571428571,2
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Hyas araneus,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,araneus,Crustacea,2.68,3.9,Broad group,Crustacea,1.22,45.5223880597,1
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Leptocheirus pinguis,Arthropoda,Malacostraca,Amphipoda,Aoridae,Leptocheirus,pinguis,Crustacea,1.95,3.9,Broad group,Crustacea,1.95,100.0,1
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Lumbrineris fragilis,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,fragilis,Annelida,3.82,1.28,Broad group,Annelida,2.54,66.4921465969,1
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Mysis stenolepis,Arthropoda,Malacostraca,Mysida,Mysidae,Mysis,stenolepis,Crustacea,4.14,2.2,Family,Mysidae,1.94,46.8599033816,1
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Nephtys incisa,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,incisa,Annelida,3.17,1.06,Family,Nephtyidae,2.11,66.5615141956,1
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Pandalus montagui,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,montagui,Crustacea,5.4,3.9,Broad group,Crustacea,1.5,27.7777777778,1
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Praxillella praetermissa,Annelida,Polychaeta,,Maldanidae,Praxillella,praetermissa,Annelida,2.08,1.28,Broad group,Annelida,0.8,38.4615384615,1
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Unciola leucopis,Arthropoda,Malacostraca,Amphipoda,Aoridae,Unciola,leucopis,Crustacea,1.79,3.9,Broad group,Crustacea,2.11,117.8770949721,1
Tyler,Marine Biology,1973,Tyler | Marine Biology | 1973,Venericardia borealis,Mollusca,Bivalvia,Carditida,Carditidae,Venericardia,borealis,Mollusca (non-cephalopods),0.473,2.14,Broad group,Mollusca (non-cephalopods),1.667,352.4312896406,1
Van Pelt et al.,Comparative Biochemistry and Physiology,1997,Van Pelt et al. | Comparative Biochemistry and Physiology | 1997,Anoplopoma fimbria,Chordata,Teleostei,Scorpaeniformes,Anoplopomatidae,Anoplopoma,fimbria,Teleostei,2.555,5.62,Broad group,Teleostei,3.065,119.9608610568,2
Van Pelt et al.,Comparative Biochemistry and Physiology,1997,Van Pelt et al. | Comparative Biochemistry and Physiology | 1997,Gadus chalcogrammus,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,chalcogrammus,Teleostei,2.64,4.7,Family,Gadidae,2.06,78.0303030303,2
Van Pelt et al.,Comparative Biochemistry and Physiology,1997,Van Pelt et al. | Comparative Biochemistry and Physiology | 1997,Gadus macrocephalus,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,macrocephalus,Teleostei,2.83,4.7,Family,Gadidae,1.87,66.0777385159,2
Van Pelt et al.,Comparative Biochemistry and Physiology,1997,Van Pelt et al. | Comparative Biochemistry and Physiology | 1997,Trichodon trichodon,Chordata,Teleostei,Perciformes,Trichodontidae,Trichodon,trichodon,Teleostei,3.255,5.62,Broad group,Teleostei,2.365,72.6574500768,2
Van Pelt et al.,Comparative Biochemistry and Physiology,1997,Van Pelt et al. | Comparative Biochemistry and Physiology | 1997,Zaprora silenus,Chordata,Teleostei,Perciformes,Zaproridae,Zaprora,silenus,Teleostei,2.37,5.62,Broad group,Teleostei,3.25,137.1308016878,1
Vollenweider,Thesis--University of Alaska Fairbanks,2005,Vollenweider | Thesis--University of Alaska Fairbanks | 2005,Gadus chalcogrammus,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,chalcogrammus,Teleostei,4.14,4.7,Family,Gadidae,0.56,13.5265700483,1
Vollenweider,Thesis--University of Alaska Fairbanks,2005,Vollenweider | Thesis--University of Alaska Fairbanks | 2005,Merluccius productus,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,productus,Teleostei,4.96,3.99,Genus,Merluccius,0.97,19.5564516129,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Alcyonidium gelatinosum,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,Alcyonidium,gelatinosum,Other invertebrates,3.89,3.0,Broad group,Other invertebrates,0.89,22.8791773779,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Anaitides groenlandica,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Anaitides,groenlandica,Annelida,4.76,0.96,Family,Phyllodocidae,3.8,79.8319327731,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Anonyx nugax,Arthropoda,Malacostraca,Amphipoda,Uristidae,Anonyx,nugax,Crustacea,5.62,3.9,Broad group,Crustacea,1.72,30.6049822064,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Arcturus baffini,Arthropoda,Malacostraca,Isopoda,Arctuidae,Arcturus,baffini,Crustacea,5.24,3.9,Broad group,Crustacea,1.34,25.572519084,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Argis dentata,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,dentata,Crustacea,4.18,3.9,Broad group,Crustacea,0.28,6.6985645933,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Ascidia callosa,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,callosa,Other invertebrates,4.25,3.0,Broad group,Other invertebrates,1.25,29.4117647059,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Astarte borealis,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,borealis,Mollusca (non-cephalopods),3.08,2.14,Broad group,Mollusca (non-cephalopods),0.94,30.5194805195,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Astarte montagui,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,montagui,Mollusca (non-cephalopods),3.71,2.14,Broad group,Mollusca (non-cephalopods),1.57,42.3180592992,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Axionice flexuosa,Annelida,Polychaeta,Terebellida,Terebellidae,Axionice,flexuosa,Annelida,5.86,1.28,Broad group,Annelida,4.58,78.156996587,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Balanus balanoides,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,balanoides,Crustacea,3.87,3.9,Broad group,Crustacea,0.03,0.7751937984,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Balanus balanus,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,balanus,Crustacea,4.73,3.9,Broad group,Crustacea,0.83,17.5475687104,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Balanus crenatus,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,crenatus,Crustacea,5.0,3.9,Broad group,Crustacea,1.1,22.0,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Boltenia echinata,Chordata,Ascidiacea,Pleurogona,Pyuridae,Boltenia,echinata,Other invertebrates,2.15,3.0,Broad group,Other invertebrates,0.85,39.5348837209,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Boltenia ovifera,Chordata,Ascidiacea,Pleurogona,Pyuridae,Boltenia,ovifera,Other invertebrates,5.25,3.0,Broad group,Other invertebrates,2.25,42.8571428571,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Branchiomma infarcata,Annelida,Polychaeta,Sabellida,Sabellidae,Branchiomma,infarcata,Annelida,3.63,1.28,Broad group,Annelida,2.35,64.738292011,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Buccinum angulosum,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,angulosum,Mollusca (non-cephalopods),2.36,2.14,Broad group,Mollusca (non-cephalopods),0.22,9.3220338983,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Buccinum hydrophanum,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,hydrophanum,Mollusca (non-cephalopods),2.18,2.14,Broad group,Mollusca (non-cephalopods),0.04,1.8348623853,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Buccinum scalariforme,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,scalariforme,Mollusca (non-cephalopods),2.03,2.14,Broad group,Mollusca (non-cephalopods),0.11,5.4187192118,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Chiridota laevis,Echinodermata,Holothuroidea,Apodida,Chiridotidae,Chiridota,laevis,Other invertebrates,4.93,3.0,Broad group,Other invertebrates,1.93,39.1480730223,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Chlamys islandica,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,islandica,Mollusca (non-cephalopods),2.52,2.14,Broad group,Mollusca (non-cephalopods),0.38,15.0793650794,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Ciona intestinalis,Chordata,Ascidiacea,Enterogona,Cionidae,Ciona,intestinalis,Other invertebrates,3.05,3.0,Broad group,Other invertebrates,0.05,1.6393442623,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Colus holbolli,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Colus,holbolli,Mollusca (non-cephalopods),3.65,2.14,Broad group,Mollusca (non-cephalopods),1.51,41.3698630137,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Colus islandicus,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Colus,islandicus,Mollusca (non-cephalopods),2.3,2.14,Broad group,Mollusca (non-cephalopods),0.16,6.9565217391,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Colus pubescens,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Colus,pubescens,Mollusca (non-cephalopods),2.69,2.14,Broad group,Mollusca (non-cephalopods),0.55,20.4460966543,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Crossaster papposus,Echinodermata,Asteroidea,Valvatida,Solasteridae,Crossaster,papposus,Other invertebrates,5.91,3.0,Broad group,Other invertebrates,2.91,49.2385786802,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Cucumaria frondosa,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,frondosa,Other invertebrates,4.44,3.0,Broad group,Other invertebrates,1.44,32.4324324324,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Cylichna alba,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,Cylichna,alba,Mollusca (non-cephalopods),3.54,2.14,Broad group,Mollusca (non-cephalopods),1.4,39.5480225989,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Delectopecten greenlandicus,Mollusca,Bivalvia,Pectinida,Pectinidae,Delectopecten,greenlandicus,Mollusca (non-cephalopods),5.76,2.14,Broad group,Mollusca (non-cephalopods),3.62,62.8472222222,1
Wacasey and Atkinson,Marine Ecology Progress Series,1987,Wacasey and Atkinson | Marine Ecology Progress Series | 1987,Dendrodoa aggregata,Chordata,Ascidiacea,Pleurogona,Styelidae,Dendrodoa,aggregata,Other invertebrates,5.25,3.0,Broad group,Other invertebrates,2.25,42.8571428571,1
